data;hora;temp_inst;temp_max;temp_min;umid_inst;umid_max;umid_min;pressao;pressao_max;pressao_min;precipitacao;;;;;
20/12/2016;15;25.5;26.9;24.5;54;65;51;937.0;937.6;937.0;0.0;;;;;
20/12/2016;4;16.8;17.0;16.8;96;96;96;936.9;937.0;936.9;0.0;;;;;
20/12/2016;13;23.7;24.3;22.3;63;73;62;938.0;938.1;937.9;0.0;;;;;
20/12/2016;14;24.5;25.4;23.6;64;66;58;937.6;938.0;937.6;0.0;;;;;
20/12/2016;5;16.3;16.8;16.3;96;96;96;936.8;936.9;936.8;0.0;;;;;
20/12/2016;16;27.4;27.7;25.4;50;59;49;936.5;937.0;936.4;0.0;;;;;
20/12/2016;22;21.0;23.6;21.0;86;86;76;935.8;935.8;935.3;0.0;;;;;
20/12/2016;17;27.7;28.4;27.2;48;52;45;935.7;936.5;935.7;0.0;;;;;
20/12/2016;18;28.8;29.4;27.2;45;51;44;934.8;935.7;934.7;0.0;;;;;
20/12/2016;0;17.0;17.3;16.9;96;96;96;936.7;936.8;936.3;0.0;;;;;
20/12/2016;19;28.5;28.9;27.7;45;51;44;934.2;934.8;934.2;0.0;;;;;
20/12/2016;6;16.4;16.4;16.2;97;97;96;936.9;937.0;936.8;0.0;;;;;
20/12/2016;20;22.1;29.0;21.7;81;83;44;934.5;934.5;934.1;0.0;;;;;
20/12/2016;21;23.6;23.9;22.1;76;80;73;935.3;935.3;934.4;0.0;;;;;
20/12/2016;7;16.6;16.9;16.3;97;97;97;936.9;937.0;936.9;0.0;;;;;
20/12/2016;8;16.9;17.2;16.6;97;97;97;937.1;937.1;936.8;0.0;;;;;
20/12/2016;9;18.1;18.1;16.9;97;97;97;937.3;937.4;937.1;0.2;;;;;
20/12/2016;1;17.5;17.6;17.0;94;96;94;937.1;937.1;936.5;0.0;;;;;
20/12/2016;10;20.0;20.1;18.1;87;97;87;937.5;937.5;937.3;0.0;;;;;
20/12/2016;11;21.5;21.9;20.0;80;88;76;937.6;937.6;937.5;0.0;;;;;
20/12/2016;12;22.7;22.8;21.2;71;80;71;938.0;938.0;937.6;0.0;;;;;
20/12/2016;2;17.1;17.7;17.1;96;96;93;937.3;937.3;937.1;0.0;;;;;
20/12/2016;23;20.2;21.0;20.1;90;90;86;936.5;936.5;935.8;0.0;;;;;
20/12/2016;3;17.0;17.1;16.9;96;96;96;937.0;937.3;936.9;0.0;;;;;
21/12/2016;0;21.4;22.1;20.1;73;91;73;936.5;936.6;936.3;0.0;;;;;
21/12/2016;9;19.6;19.6;19.1;87;90;87;936.5;936.5;935.9;0.0;;;;;
21/12/2016;10;21.4;21.4;19.6;81;88;81;936.6;936.7;936.5;0.0;;;;;
21/12/2016;1;20.6;21.4;20.4;75;76;71;936.4;936.5;936.4;0.0;;;;;
21/12/2016;11;21.9;22.0;21.4;72;81;72;937.1;937.1;936.6;0.0;;;;;
21/12/2016;12;22.8;23.0;21.9;69;73;68;937.5;937.5;937.1;0.0;;;;;
21/12/2016;13;23.6;24.2;22.5;67;71;65;937.5;937.6;937.4;0.2;;;;;
21/12/2016;2;19.4;20.6;19.4;82;82;75;936.4;936.5;936.4;0.0;;;;;
21/12/2016;14;25.1;25.6;23.6;59;69;57;937.1;937.5;937.1;0.0;;;;;
21/12/2016;15;26.0;26.5;24.8;57;64;54;936.8;937.2;936.8;0.0;;;;;
21/12/2016;16;27.0;27.0;25.4;51;58;51;936.5;936.8;936.5;0.0;;;;;
21/12/2016;17;26.4;27.9;26.1;53;55;49;936.1;936.6;936.0;0.0;;;;;
21/12/2016;18;26.0;27.8;26.0;51;54;48;935.7;936.1;935.7;0.0;;;;;
21/12/2016;19;27.6;28.1;26.0;46;54;45;935.4;935.7;935.4;0.0;;;;;
21/12/2016;20;27.4;28.1;27.4;48;49;45;935.3;935.4;935.3;0.0;;;;;
21/12/2016;21;26.1;27.6;26.1;53;53;46;935.4;935.4;935.3;0.0;;;;;
21/12/2016;3;18.0;19.4;18.0;89;89;82;936.2;936.5;936.2;0.0;;;;;
21/12/2016;4;17.6;18.1;17.4;93;93;89;935.6;936.2;935.6;0.0;;;;;
21/12/2016;5;18.2;18.2;17.6;92;93;91;935.3;935.6;935.3;0.0;;;;;
21/12/2016;6;17.8;18.2;17.3;94;94;91;935.3;935.3;935.2;0.0;;;;;
21/12/2016;7;18.9;18.9;17.8;90;94;90;935.4;935.4;935.2;0.0;;;;;
21/12/2016;8;19.1;19.1;18.9;89;90;89;935.9;935.9;935.4;0.0;;;;;
21/12/2016;22;21.9;26.1;21.8;73;75;52;935.9;936.0;935.4;0.0;;;;;
21/12/2016;23;20.2;22.0;20.2;84;84;73;936.9;936.9;935.9;0.0;;;;;
22/12/2016;1;18.9;19.7;18.9;90;90;86;938.1;938.1;937.7;0.0;;;;;
22/12/2016;2;18.3;18.9;18.3;93;93;90;938.0;938.1;938.0;0.0;;;;;
22/12/2016;9;18.2;18.2;17.4;96;96;96;938.0;938.0;937.3;0.0;;;;;
22/12/2016;3;18.0;18.5;18.0;94;94;93;937.7;938.0;937.7;0.0;;;;;
22/12/2016;11;23.8;24.1;21.7;75;86;74;939.4;939.4;939.0;0.0;;;;;
22/12/2016;4;17.8;18.1;17.7;95;95;94;937.4;937.8;937.4;0.0;;;;;
22/12/2016;5;17.6;18.0;17.5;96;96;95;937.2;937.4;937.2;0.0;;;;;
22/12/2016;6;17.5;17.7;17.3;96;96;96;937.3;937.3;937.1;0.0;;;;;
22/12/2016;10;21.8;21.9;18.2;85;96;85;939.0;939.0;938.0;0.0;;;;;
22/12/2016;7;17.4;17.7;17.4;96;96;96;937.3;937.4;937.1;0.0;;;;;
22/12/2016;12;25.7;25.7;23.7;65;77;65;939.6;939.7;939.3;0.0;;;;;
22/12/2016;13;26.1;26.4;25.1;60;66;58;939.3;939.7;939.3;0.0;;;;;
22/12/2016;14;26.8;27.6;25.9;62;65;54;938.7;939.4;938.7;0.0;;;;;
22/12/2016;23;22.1;22.7;21.7;74;75;70;937.6;937.7;936.8;0.0;;;;;
22/12/2016;15;29.0;29.1;26.8;53;64;51;937.9;938.7;937.9;0.0;;;;;
22/12/2016;16;29.5;29.6;27.9;52;56;47;937.2;937.9;937.2;0.0;;;;;
22/12/2016;17;29.6;30.0;28.6;51;55;48;936.6;937.2;936.6;0.0;;;;;
22/12/2016;18;29.6;30.8;29.2;49;54;47;935.9;936.6;935.9;0.0;;;;;
22/12/2016;19;29.5;30.8;28.9;53;55;48;935.5;935.9;935.3;0.0;;;;;
22/12/2016;20;26.3;29.8;26.3;51;55;45;935.7;935.7;935.2;0.0;;;;;
22/12/2016;21;24.2;26.6;24.2;60;62;49;936.6;936.6;935.6;0.0;;;;;
22/12/2016;0;19.7;20.2;19.7;86;86;83;937.7;937.7;936.9;0.0;;;;;
22/12/2016;8;17.6;17.6;17.3;96;96;96;937.3;937.4;937.2;0.0;;;;;
22/12/2016;22;22.7;24.3;22.1;70;72;58;936.9;936.9;936.5;0.0;;;;;
23/12/2016;19;28.9;30.0;28.8;48;51;46;935.0;935.3;934.9;0.0;;;;;
23/12/2016;20;28.0;30.3;28.0;53;54;47;935.2;935.2;934.9;0.0;;;;;
23/12/2016;21;26.2;28.0;26.0;63;65;53;935.2;935.2;935.1;0.0;;;;;
23/12/2016;22;23.8;26.2;23.8;73;74;63;935.7;935.7;935.2;0.0;;;;;
23/12/2016;0;21.2;22.1;21.2;79;79;73;938.0;938.2;937.5;0.0;;;;;
23/12/2016;1;21.0;21.4;20.9;77;83;76;938.2;938.4;938.0;0.0;;;;;
23/12/2016;2;20.0;21.0;19.8;84;84;77;938.2;938.3;938.1;0.0;;;;;
23/12/2016;23;23.0;23.8;23.0;76;78;73;936.3;936.3;935.7;0.0;;;;;
23/12/2016;3;19.6;20.0;19.5;88;89;83;938.2;938.3;938.1;0.0;;;;;
23/12/2016;4;19.6;19.8;19.5;88;88;86;937.6;938.2;937.6;0.0;;;;;
23/12/2016;5;19.3;20.0;19.2;90;90;86;936.8;937.6;936.8;0.0;;;;;
23/12/2016;6;19.0;19.5;19.0;91;92;90;936.6;936.8;936.6;0.0;;;;;
23/12/2016;7;18.7;19.0;18.5;94;94;91;936.9;936.9;936.5;0.0;;;;;
23/12/2016;8;18.6;18.8;18.6;94;95;94;937.4;937.4;936.9;0.0;;;;;
23/12/2016;9;19.8;19.8;18.3;95;95;94;937.7;937.7;937.3;0.0;;;;;
23/12/2016;10;22.6;22.6;19.8;84;95;83;938.2;938.2;937.7;0.0;;;;;
23/12/2016;11;23.1;23.2;22.1;80;84;78;938.2;938.3;938.1;0.0;;;;;
23/12/2016;12;24.6;24.6;23.0;73;80;73;938.2;938.3;938.2;0.0;;;;;
23/12/2016;13;25.1;25.7;24.4;69;75;67;938.2;938.2;938.1;0.0;;;;;
23/12/2016;14;26.9;27.0;25.0;60;71;59;937.7;938.3;937.7;0.0;;;;;
23/12/2016;15;28.4;28.4;26.8;54;62;52;937.0;937.7;937.0;0.0;;;;;
23/12/2016;16;29.3;29.5;28.0;44;54;40;936.5;937.1;936.5;0.0;;;;;
23/12/2016;17;29.9;29.9;28.9;45;49;42;935.9;936.5;935.9;0.0;;;;;
23/12/2016;18;29.5;29.9;29.2;47;49;43;935.2;935.9;935.2;0.0;;;;;
24/12/2016;7;18.1;18.5;18.1;96;96;95;935.2;935.3;935.1;0.0;;;;;
24/12/2016;8;17.8;18.2;17.8;96;96;96;935.4;935.5;935.2;0.0;;;;;
24/12/2016;9;18.8;18.8;17.7;96;96;96;935.8;935.9;935.4;0.0;;;;;
24/12/2016;10;21.3;21.3;18.8;88;96;88;936.1;936.1;935.8;0.0;;;;;
24/12/2016;11;24.8;25.0;21.3;67;88;66;936.6;936.6;936.1;0.0;;;;;
24/12/2016;12;26.4;26.6;24.6;63;71;60;936.8;936.9;936.7;0.0;;;;;
24/12/2016;13;27.1;27.6;26.3;60;63;57;936.7;936.8;936.6;0.0;;;;;
24/12/2016;14;28.3;28.5;27.0;57;62;54;936.2;936.7;936.2;0.0;;;;;
24/12/2016;15;29.6;29.8;28.3;52;60;50;935.5;936.2;935.5;0.0;;;;;
24/12/2016;16;30.1;30.5;28.9;49;55;47;934.8;935.5;934.8;0.0;;;;;
24/12/2016;17;30.7;31.4;29.8;45;53;44;933.6;934.8;933.6;0.0;;;;;
24/12/2016;18;31.9;32.6;30.7;42;46;39;933.0;933.6;933.0;0.0;;;;;
24/12/2016;19;29.7;32.0;29.7;45;48;41;932.7;933.0;932.7;0.0;;;;;
24/12/2016;20;26.6;29.7;26.6;57;57;45;932.3;932.7;932.3;0.0;;;;;
24/12/2016;21;25.3;26.6;25.3;60;66;56;933.1;933.1;932.3;0.0;;;;;
24/12/2016;22;21.4;25.3;21.4;86;86;59;935.6;935.6;933.1;2.2;;;;;
24/12/2016;0;22.0;23.1;22.0;82;82;75;936.7;936.7;936.3;0.0;;;;;
24/12/2016;1;21.3;22.0;21.1;85;86;81;936.7;936.8;936.7;0.0;;;;;
24/12/2016;2;20.3;21.4;20.3;90;90;84;936.6;936.8;936.5;0.0;;;;;
24/12/2016;23;19.6;21.4;19.6;93;93;86;936.1;936.7;935.5;4.6;;;;;
24/12/2016;3;20.2;20.5;20.2;90;91;89;936.1;936.6;936.1;0.0;;;;;
24/12/2016;4;19.3;20.3;19.3;92;92;89;935.8;936.1;935.7;0.0;;;;;
24/12/2016;5;18.8;19.4;18.8;94;95;92;935.4;935.8;935.3;0.0;;;;;
24/12/2016;6;18.5;18.8;18.4;95;95;94;935.2;935.4;935.2;0.0;;;;;
25/12/2016;1;18.6;19.3;18.6;95;95;92;935.3;935.4;935.1;0.0;;;;;
25/12/2016;2;18.8;19.3;18.5;95;96;95;935.2;935.5;935.2;0.0;;;;;
25/12/2016;23;20.3;20.8;20.2;88;88;83;933.7;933.7;932.8;0.0;;;;;
25/12/2016;3;18.2;19.0;18.2;96;96;95;934.4;935.2;934.3;0.0;;;;;
25/12/2016;4;17.7;18.2;17.7;96;96;96;933.8;934.4;933.8;0.0;;;;;
25/12/2016;5;18.1;18.1;17.5;96;96;96;933.4;933.8;933.4;0.0;;;;;
25/12/2016;6;17.9;18.2;17.9;97;97;96;933.2;933.4;933.2;0.0;;;;;
25/12/2016;7;17.6;17.9;17.4;97;97;97;933.3;933.4;933.2;0.0;;;;;
25/12/2016;8;17.4;17.7;17.3;97;97;97;933.3;933.4;933.2;0.0;;;;;
25/12/2016;9;17.8;17.8;17.3;97;97;97;933.9;933.9;933.3;0.0;;;;;
25/12/2016;10;18.8;18.8;17.7;97;97;97;934.3;934.3;933.9;0.0;;;;;
25/12/2016;11;23.9;23.9;18.8;77;97;77;934.3;934.4;934.3;0.0;;;;;
25/12/2016;12;25.4;25.8;23.8;72;78;70;934.5;934.5;934.3;0.0;;;;;
25/12/2016;13;26.7;27.4;25.1;64;72;64;934.7;934.7;934.5;0.2;;;;;
25/12/2016;14;28.5;28.6;26.4;60;69;59;934.3;934.7;934.3;0.0;;;;;
25/12/2016;15;29.3;29.3;28.1;60;62;55;933.7;934.3;933.7;0.0;;;;;
25/12/2016;16;30.1;30.2;28.6;51;60;48;932.7;933.7;932.7;0.0;;;;;
25/12/2016;17;30.7;31.7;29.9;48;53;43;932.2;932.7;932.2;0.0;;;;;
25/12/2016;18;29.3;31.1;27.6;58;65;46;931.5;932.3;931.5;0.0;;;;;
25/12/2016;19;28.7;32.0;28.7;57;57;43;931.7;931.7;931.2;0.0;;;;;
25/12/2016;20;23.9;28.7;23.8;67;68;57;932.6;932.7;931.5;0.0;;;;;
25/12/2016;21;23.0;24.0;23.0;71;73;67;933.3;933.4;932.6;0.0;;;;;
25/12/2016;0;19.1;19.6;19.1;94;94;93;935.1;936.1;935.1;0.6;;;;;
25/12/2016;22;20.9;23.1;20.9;83;83;69;932.9;933.3;932.8;0.0;;;;;
26/12/2016;22;23.3;26.0;23.3;79;79;73;932.8;932.8;932.5;0.0;;;;;
26/12/2016;0;20.5;20.5;20.1;89;89;88;934.3;934.3;933.7;0.0;;;;;
26/12/2016;1;20.2;20.6;20.1;89;90;88;934.7;934.7;934.3;0.0;;;;;
26/12/2016;2;19.7;20.2;19.6;92;92;89;934.7;934.7;934.6;0.0;;;;;
26/12/2016;3;19.4;19.8;19.4;93;94;92;934.5;934.7;934.5;0.0;;;;;
26/12/2016;23;22.2;23.4;22.0;86;87;79;933.6;933.6;932.8;0.0;;;;;
26/12/2016;4;19.0;19.4;19.0;93;94;93;933.9;934.5;933.9;0.0;;;;;
26/12/2016;5;18.7;19.1;18.7;95;95;93;933.6;933.9;933.5;0.0;;;;;
26/12/2016;6;18.4;18.9;18.4;95;95;95;933.5;933.7;933.5;0.0;;;;;
26/12/2016;7;18.1;18.4;18.1;96;96;95;933.9;933.9;933.5;0.0;;;;;
26/12/2016;8;18.0;18.2;17.9;96;96;96;933.8;933.9;933.8;0.0;;;;;
26/12/2016;9;18.2;18.2;17.8;96;96;96;934.4;934.4;933.8;0.0;;;;;
26/12/2016;10;19.9;19.9;18.2;96;96;96;934.7;934.7;934.4;0.0;;;;;
26/12/2016;11;24.5;24.6;19.9;76;96;73;935.0;935.1;934.7;0.0;;;;;
26/12/2016;12;25.9;26.7;24.5;68;77;65;935.5;935.5;935.0;0.0;;;;;
26/12/2016;13;26.3;27.2;25.6;65;69;63;935.6;935.6;935.5;0.0;;;;;
26/12/2016;14;27.4;27.6;25.8;65;70;62;935.2;935.6;935.2;0.0;;;;;
26/12/2016;15;28.3;28.8;27.1;62;66;55;934.4;935.2;934.4;0.0;;;;;
26/12/2016;16;29.3;29.5;27.8;60;63;53;934.0;934.4;934.0;0.0;;;;;
26/12/2016;17;29.5;30.2;28.1;56;61;50;933.2;934.0;933.2;0.0;;;;;
26/12/2016;18;30.4;30.7;29.3;47;56;44;932.5;933.3;932.5;0.0;;;;;
26/12/2016;19;29.9;30.9;29.0;48;51;45;931.8;932.5;931.8;0.0;;;;;
26/12/2016;20;26.6;29.9;26.6;64;66;48;932.0;932.4;931.8;0.0;;;;;
26/12/2016;21;26.0;26.6;25.9;73;73;62;932.6;932.6;931.9;0.0;;;;;
27/12/2016;0;21.1;22.2;21.1;89;89;85;934.3;934.3;933.6;0.0;;;;;
27/12/2016;22;23.9;27.5;23.9;73;73;56;933.6;933.7;933.3;0.0;;;;;
27/12/2016;1;21.0;21.2;20.9;90;92;89;934.8;934.8;934.3;0.0;;;;;
27/12/2016;2;20.5;21.0;20.4;93;94;90;935.3;935.3;934.8;0.0;;;;;
27/12/2016;3;20.1;20.6;20.1;95;95;93;935.1;935.3;935.1;0.0;;;;;
27/12/2016;23;22.3;23.9;22.3;81;81;73;934.8;934.8;933.6;0.0;;;;;
27/12/2016;4;19.9;20.2;19.8;95;95;95;934.9;935.1;934.9;0.0;;;;;
27/12/2016;5;19.3;19.9;19.3;95;95;95;934.9;934.9;934.8;0.0;;;;;
27/12/2016;6;19.3;19.8;19.1;96;96;95;935.1;935.1;934.9;0.0;;;;;
27/12/2016;7;19.1;19.4;19.0;96;96;96;935.2;935.3;935.1;0.0;;;;;
27/12/2016;8;18.8;19.1;18.8;96;96;96;935.5;935.5;935.2;0.0;;;;;
27/12/2016;9;19.2;19.2;18.7;96;96;96;936.1;936.1;935.5;0.0;;;;;
27/12/2016;10;21.4;21.4;19.3;92;96;92;936.9;936.9;936.1;0.0;;;;;
27/12/2016;11;24.8;25.0;21.5;72;92;72;937.2;937.2;936.9;0.0;;;;;
27/12/2016;12;26.4;26.4;24.6;68;75;67;937.3;937.4;937.2;0.0;;;;;
27/12/2016;13;27.4;27.9;26.2;65;70;63;936.9;937.3;936.9;0.0;;;;;
27/12/2016;14;28.2;28.4;27.2;65;68;60;936.8;937.0;936.8;0.0;;;;;
27/12/2016;15;28.6;29.8;27.1;59;66;57;936.0;936.8;936.0;0.0;;;;;
27/12/2016;16;29.8;30.1;27.6;56;64;55;935.4;936.0;935.4;0.0;;;;;
27/12/2016;17;30.0;30.3;28.6;54;60;51;934.4;935.4;934.4;0.0;;;;;
27/12/2016;18;30.2;30.7;29.2;51;57;51;933.6;934.4;933.6;0.0;;;;;
27/12/2016;19;30.4;30.9;29.7;51;53;48;932.9;933.6;932.8;0.0;;;;;
27/12/2016;20;29.7;30.5;29.5;53;54;49;933.0;933.1;932.7;0.0;;;;;
27/12/2016;21;27.5;29.8;27.5;56;56;52;933.3;933.3;933.0;0.0;;;;;
28/12/2016;17;30.3;30.8;29.5;49;50;43;935.2;936.1;935.1;0.0;;;;;
28/12/2016;18;30.6;31.1;30.1;45;50;44;934.0;935.2;934.0;0.0;;;;;
28/12/2016;19;30.3;31.1;29.6;43;48;42;933.3;934.0;933.3;0.0;;;;;
28/12/2016;20;30.6;30.7;29.9;41;47;39;933.1;933.3;933.0;0.0;;;;;
28/12/2016;21;28.4;30.6;28.4;51;51;37;933.6;933.6;933.0;0.0;;;;;
28/12/2016;0;21.4;22.3;21.4;85;85;81;935.2;935.2;934.8;0.0;;;;;
28/12/2016;22;24.8;28.4;24.2;64;69;51;934.8;934.8;933.6;0.0;;;;;
28/12/2016;1;20.9;21.5;20.9;89;89;85;935.6;935.6;935.1;0.0;;;;;
28/12/2016;2;20.2;20.9;20.1;91;91;89;936.0;936.1;935.6;0.0;;;;;
28/12/2016;23;25.5;25.5;24.2;63;70;62;935.7;935.7;934.8;0.0;;;;;
28/12/2016;3;19.8;20.2;19.7;93;93;91;935.8;936.1;935.8;0.0;;;;;
28/12/2016;4;19.6;19.9;19.5;94;94;93;935.5;936.0;935.5;0.0;;;;;
28/12/2016;5;19.3;19.7;19.3;94;94;94;935.6;935.6;935.4;0.0;;;;;
28/12/2016;6;19.0;19.4;19.0;95;95;94;935.3;935.6;935.2;0.0;;;;;
28/12/2016;7;18.6;19.2;18.6;96;96;95;935.2;935.3;935.2;0.0;;;;;
28/12/2016;8;18.5;18.9;18.4;96;96;96;935.3;935.4;935.2;0.0;;;;;
28/12/2016;9;18.8;18.8;18.3;96;96;96;935.6;935.6;935.3;0.0;;;;;
28/12/2016;10;20.5;20.5;18.8;96;96;96;935.6;935.7;935.6;0.0;;;;;
28/12/2016;11;24.4;24.9;20.5;72;96;71;936.1;936.1;935.6;0.0;;;;;
28/12/2016;12;24.9;26.3;24.4;69;74;66;936.8;936.8;936.1;0.0;;;;;
28/12/2016;13;27.1;27.3;24.9;62;72;62;936.8;936.9;936.6;0.0;;;;;
28/12/2016;14;28.4;28.4;26.4;61;66;60;936.9;937.0;936.7;0.0;;;;;
28/12/2016;15;29.0;29.0;27.3;53;63;51;936.5;937.1;936.5;0.0;;;;;
28/12/2016;16;29.5;30.3;28.4;46;57;45;936.0;936.5;936.0;0.0;;;;;
29/12/2016;6;17.5;17.9;17.4;93;94;91;935.3;935.4;935.2;0.0;;;;;
29/12/2016;7;16.7;17.5;16.7;94;95;93;935.3;935.3;935.2;0.0;;;;;
29/12/2016;8;16.5;16.9;16.5;95;95;94;935.7;935.7;935.2;0.0;;;;;
29/12/2016;9;16.9;16.9;16.4;96;96;95;936.3;936.3;935.7;0.0;;;;;
29/12/2016;10;19.1;19.1;16.9;91;96;91;936.9;936.9;936.3;0.0;;;;;
29/12/2016;11;24.2;24.2;19.1;64;91;64;937.2;937.2;936.9;0.0;;;;;
29/12/2016;12;26.9;26.9;24.2;56;67;55;937.4;937.4;937.2;0.0;;;;;
29/12/2016;13;27.7;28.1;26.6;54;58;53;937.5;937.6;937.4;0.0;;;;;
29/12/2016;14;28.8;29.2;27.7;50;55;49;937.2;937.5;937.2;0.0;;;;;
29/12/2016;15;30.2;30.3;28.6;47;53;47;936.6;937.2;936.5;0.0;;;;;
29/12/2016;16;30.5;30.9;29.8;41;49;40;935.8;936.6;935.8;0.0;;;;;
29/12/2016;17;31.6;31.8;30.2;42;47;40;935.1;935.8;935.1;0.0;;;;;
29/12/2016;18;31.0;32.1;30.8;36;44;32;934.5;935.1;934.5;0.0;;;;;
29/12/2016;19;31.3;31.8;31.0;35;37;30;933.7;934.5;933.7;0.0;;;;;
29/12/2016;20;30.9;31.4;30.8;43;43;34;933.5;933.7;933.5;0.0;;;;;
29/12/2016;21;28.9;31.1;28.9;50;50;41;933.3;933.6;933.3;0.0;;;;;
29/12/2016;22;24.9;28.9;24.8;66;67;50;933.7;933.7;933.3;0.0;;;;;
29/12/2016;0;22.2;25.5;22.2;78;78;63;935.9;935.9;935.6;0.0;;;;;
29/12/2016;1;21.2;23.2;21.2;84;84;74;936.6;936.6;935.9;0.0;;;;;
29/12/2016;2;21.0;21.6;20.6;83;86;80;936.8;937.0;936.6;0.0;;;;;
29/12/2016;3;19.6;21.2;19.3;84;86;80;936.5;936.8;936.5;0.0;;;;;
29/12/2016;23;25.4;25.9;24.8;62;66;61;934.4;934.4;933.7;0.0;;;;;
29/12/2016;4;18.9;19.6;18.7;88;89;84;936.0;936.5;936.0;0.0;;;;;
29/12/2016;5;17.8;19.0;17.8;91;92;87;935.4;936.0;935.4;0.0;;;;;
30/12/2016;0;22.7;25.4;22.7;75;75;62;935.1;935.1;934.4;0.0;;;;;
30/12/2016;1;21.7;22.7;21.2;79;82;75;935.8;935.9;935.1;0.0;;;;;
30/12/2016;2;20.2;21.7;20.1;88;88;79;935.9;935.9;935.7;0.0;;;;;
30/12/2016;3;19.7;20.3;19.5;91;91;88;935.4;935.9;935.4;0.0;;;;;
30/12/2016;15;30.0;31.1;28.8;49;55;46;936.5;937.1;936.5;0.0;;;;;
30/12/2016;4;19.1;20.0;19.0;94;94;91;934.9;935.4;934.9;0.0;;;;;
30/12/2016;5;18.8;19.1;18.7;95;95;94;934.8;935.0;934.8;0.0;;;;;
30/12/2016;6;18.5;18.9;18.5;96;96;95;934.7;934.8;934.6;0.0;;;;;
30/12/2016;16;31.5;31.9;29.8;46;50;41;935.6;936.5;935.6;0.0;;;;;
30/12/2016;7;18.6;18.9;18.4;96;96;96;935.0;935.0;934.7;0.0;;;;;
30/12/2016;8;18.5;18.8;18.4;96;96;96;935.5;935.5;935.0;0.0;;;;;
30/12/2016;20;32.0;32.2;30.8;37;44;35;933.5;933.7;933.5;0.0;;;;;
30/12/2016;22;24.7;27.7;24.6;62;63;50;934.4;934.4;933.9;0.0;;;;;
30/12/2016;9;18.9;18.9;18.3;96;96;96;936.1;936.1;935.6;0.0;;;;;
30/12/2016;17;30.5;32.3;30.4;47;49;42;935.0;935.6;935.0;0.0;;;;;
30/12/2016;10;21.4;21.4;18.9;91;96;91;936.6;936.6;936.1;0.0;;;;;
30/12/2016;21;27.7;32.0;27.7;50;52;36;933.9;933.9;933.5;0.0;;;;;
30/12/2016;11;25.2;25.3;21.4;67;91;67;936.9;936.9;936.5;0.0;;;;;
30/12/2016;18;33.3;33.3;29.9;34;50;30;934.3;935.0;934.3;0.0;;;;;
30/12/2016;12;26.4;26.5;25.1;63;68;62;937.3;937.3;936.9;0.0;;;;;
30/12/2016;13;27.5;28.0;26.4;58;63;56;937.4;937.6;937.3;0.0;;;;;
30/12/2016;19;31.5;33.6;30.6;39;44;33;933.7;934.3;933.7;0.0;;;;;
30/12/2016;23;22.9;24.7;22.9;72;72;62;934.6;934.6;934.4;0.0;;;;;
30/12/2016;14;29.1;29.4;27.6;53;59;53;937.1;937.4;937.1;0.0;;;;;
31/12/2016;22;24.6;27.1;24.6;65;66;56;934.8;934.8;934.1;0.0;;;;;
31/12/2016;0;22.3;22.9;21.9;77;78;72;935.5;935.5;934.6;0.0;;;;;
31/12/2016;1;21.2;22.4;21.2;82;82;73;935.9;935.9;935.5;0.0;;;;;
31/12/2016;2;20.7;21.2;20.7;85;85;81;936.2;936.3;935.9;0.0;;;;;
31/12/2016;23;23.9;24.6;23.6;68;70;65;935.4;935.4;934.8;0.0;;;;;
31/12/2016;3;20.4;20.8;20.4;86;86;85;936.0;936.2;936.0;0.0;;;;;
31/12/2016;4;20.1;21.2;20.1;87;87;82;935.3;936.0;935.3;0.0;;;;;
31/12/2016;5;19.7;20.4;19.7;88;88;86;935.1;935.3;935.1;0.0;;;;;
31/12/2016;6;19.8;19.8;19.4;89;90;88;935.2;935.3;935.1;0.0;;;;;
31/12/2016;7;19.5;19.8;19.3;90;91;88;935.5;935.6;935.2;0.0;;;;;
31/12/2016;8;19.5;19.7;19.2;90;91;89;935.9;935.9;935.5;0.0;;;;;
31/12/2016;9;20.7;20.7;19.3;84;91;84;936.5;936.5;935.9;0.0;;;;;
31/12/2016;10;22.9;22.9;20.4;75;86;74;937.2;937.3;936.5;0.0;;;;;
31/12/2016;11;24.2;24.3;22.9;69;75;68;937.6;937.6;937.2;0.0;;;;;
31/12/2016;12;25.6;25.9;24.2;63;70;63;938.0;938.0;937.6;0.0;;;;;
31/12/2016;13;26.9;26.9;24.9;62;66;60;938.1;938.3;937.9;0.0;;;;;
31/12/2016;14;26.6;27.1;25.6;64;64;58;937.8;938.1;937.7;0.0;;;;;
31/12/2016;15;27.3;28.3;26.6;58;64;55;937.3;937.8;937.3;0.0;;;;;
31/12/2016;16;29.1;29.2;27.2;52;58;51;936.7;937.3;936.6;0.0;;;;;
31/12/2016;17;28.9;29.4;27.9;52;55;50;936.0;936.7;936.0;0.0;;;;;
31/12/2016;18;29.5;30.8;28.7;50;52;47;935.0;936.0;935.0;0.0;;;;;
31/12/2016;19;29.3;30.7;29.2;49;51;46;934.4;935.0;934.3;0.0;;;;;
31/12/2016;20;28.6;29.8;28.3;51;52;48;934.0;934.4;934.0;0.0;;;;;
31/12/2016;21;27.1;28.7;27.1;56;56;50;934.1;934.1;933.8;0.0;;;;;
01/01/2017;22;25.0;28.6;24.9;68;69;54;933.8;933.9;933.2;0.0;;;;;
01/01/2017;0;23.5;24.1;23.4;70;71;68;936.2;936.2;935.4;0.0;;;;;
