data,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
20/12/2016,15,25.5,54,15.5,937,2.5,324,5.8,3521,0
20/12/2016,4,16.8,96,16.2,936.9,0.4,65,1.2,-3.49,0
20/12/2016,13,23.7,63,16.3,938,2.2,24,7.2,2821,0
20/12/2016,14,24.5,64,17.2,937.6,2.4,328,7.2,2920,0
20/12/2016,5,16.3,96,15.8,936.8,0,302,1.1,-3.45,0
20/12/2016,16,27.4,50,16.1,936.5,2.6,351,5.7,3472,0
20/12/2016,22,21,86,18.5,935.8,0.9,144,3.1,58.93,0
20/12/2016,17,27.7,48,15.7,935.7,1.8,350,7.3,3488,0
20/12/2016,18,28.8,45,15.9,934.8,2.2,261,5.5,2717,0
20/12/2016,0,17,96,16.3,936.7,0.8,53,1.5,-2.8,0
20/12/2016,19,28.5,45,15.6,934.2,1.9,334,5.4,2097,0
20/12/2016,6,16.4,97,15.8,936.9,0,155,1,-3.41,0
20/12/2016,20,22.1,81,18.6,934.5,0.8,96,7.5,1370,0
20/12/2016,21,23.6,76,19.1,935.3,1.1,133,3.3,685.7,0
20/12/2016,7,16.6,97,16.1,936.9,0.1,43,0.7,-3.19,0
20/12/2016,8,16.9,97,16.4,937.1,0,134,0.9,-1.02,0
20/12/2016,9,18.1,97,17.5,937.3,0.9,43,2.2,123.9,0.2
20/12/2016,1,17.5,94,16.5,937.1,0.6,123,2.8,-3.24,0
20/12/2016,10,20,87,17.8,937.5,0.9,353,3.2,633.2,0
20/12/2016,11,21.5,80,17.9,937.6,1.1,8,5.7,1780,0
20/12/2016,12,22.7,71,17.3,938,1.9,360,5.7,1230,0
20/12/2016,2,17.1,96,16.4,937.3,0.1,55,1.8,-3.47,0
20/12/2016,23,20.2,90,18.5,936.5,0.1,80,1.9,-3.51,0
20/12/2016,3,17,96,16.4,937,0,210,1.4,-3.41,0
21/12/2016,0,21.4,73,16.4,936.5,2,6,4.9,-3.53,0
21/12/2016,9,19.6,87,17.5,936.5,1.5,8,3.4,64.38,0
21/12/2016,10,21.4,81,18,936.6,1.4,1,4.6,433.9,0
21/12/2016,1,20.6,75,16.1,936.4,1.9,12,5.4,-3.54,0
21/12/2016,11,21.9,72,16.5,937.1,3.6,20,8.6,1353,0
21/12/2016,12,22.8,69,16.9,937.5,2.7,22,8.1,1482,0
21/12/2016,13,23.6,67,17.2,937.5,2.3,338,8.7,2050,0.2
21/12/2016,2,19.4,82,16.2,936.4,1,23,5.3,-3.54,0
21/12/2016,14,25.1,59,16.5,937.1,3.9,22,8,2625,0
21/12/2016,15,26,57,16.8,936.8,3.5,19,8.2,3222,0
21/12/2016,16,27,51,16,936.5,4.4,17,8.3,2926,0
21/12/2016,17,26.4,53,15.9,936.1,3,44,8.8,3048,0
21/12/2016,18,26,51,15.2,935.7,3.9,21,9.8,1957,0
21/12/2016,19,27.6,46,14.9,935.4,3,10,8.5,1872,0
21/12/2016,20,27.4,48,15.5,935.3,2.7,20,6.4,1413,0
21/12/2016,21,26.1,53,15.7,935.4,1.1,44,5.8,563.3,0
21/12/2016,3,18,89,16.2,936.2,0.2,60,2,-3.54,0
21/12/2016,4,17.6,93,16.5,935.6,0.3,37,1.3,-3.54,0
21/12/2016,5,18.2,92,16.8,935.3,0.6,344,1.8,-3.54,0
21/12/2016,6,17.8,94,16.8,935.3,0.4,324,2,-3.48,0
21/12/2016,7,18.9,90,17.2,935.4,0.8,341,3.5,-2.75,0
21/12/2016,8,19.1,89,17.3,935.9,0.9,27,3.5,-3.19,0
21/12/2016,22,21.9,73,16.9,935.9,0,77,3,13.58,0
21/12/2016,23,20.2,84,17.3,936.9,0,152,1.1,-3.54,0
22/12/2016,1,18.9,90,17.2,938.1,0,122,0.4,-3.54,0
22/12/2016,2,18.3,93,17.1,938,0,189,0.5,-3.54,0
22/12/2016,9,18.2,96,17.6,938,0,37,1.5,118.2,0
22/12/2016,3,18,94,17.1,937.7,0,134,0.6,-3.53,0
22/12/2016,11,23.8,75,19,939.4,3,20,8.7,1394,0
22/12/2016,4,17.8,95,17.1,937.4,0.3,58,0.8,-3.46,0
22/12/2016,5,17.6,96,16.9,937.2,0.1,19,1.1,-3.48,0
22/12/2016,6,17.5,96,16.9,937.3,0,193,0.8,-3.52,0
22/12/2016,10,21.8,85,19.2,939,1.7,306,3.3,426.5,0
22/12/2016,7,17.4,96,16.8,937.3,0,48,0.7,-3.35,0
22/12/2016,12,25.7,65,18.7,939.6,2.7,27,8.7,2306,0
22/12/2016,13,26.1,60,17.8,939.3,2.9,17,7.3,3322,0
22/12/2016,14,26.8,62,18.8,938.7,2.6,286,6.2,2935,0
22/12/2016,23,22.1,74,17.3,937.6,0.5,38,2.1,-2.66,0
22/12/2016,15,29,53,18.3,937.9,1.2,329,6.2,3520,0
22/12/2016,16,29.5,52,18.8,937.2,1.6,72,6.2,3826,0
22/12/2016,17,29.6,51,18.3,936.6,1.2,55,6.2,2218,0
22/12/2016,18,29.6,49,17.7,935.9,2.9,303,6.6,2398,0
22/12/2016,19,29.5,53,18.8,935.5,2.7,314,6.8,1824,0
22/12/2016,20,26.3,51,15.4,935.7,0.5,14,6.2,818.9,0
22/12/2016,21,24.2,60,16.1,936.6,0.6,72,2.4,339,0
22/12/2016,0,19.7,86,17.3,937.7,0,225,0.1,-3.54,0
22/12/2016,8,17.6,96,17,937.3,0.8,63,1.5,-2.09,0
22/12/2016,22,22.7,70,17,936.9,1.1,116,2.4,11.96,0
23/12/2016,19,28.9,48,17,935,2.1,5,6.4,1875,0
23/12/2016,20,28,53,17.6,935.2,1.8,4,4.6,1221,0
23/12/2016,21,26.2,63,18.6,935.2,1,41,4.1,234.2,0
23/12/2016,22,23.8,73,18.7,935.7,0.3,64,2.1,12.48,0
23/12/2016,0,21.2,79,17.4,938,0.2,141,5,-3.38,0
23/12/2016,1,21,77,16.9,938.2,0.3,116,2,-3.5,0
23/12/2016,2,20,84,17.1,938.2,0,157,1.3,-3.48,0
23/12/2016,23,23,76,18.6,936.3,0.5,39,1.7,-3.53,0
23/12/2016,3,19.6,88,17.5,938.2,0.2,101,0.9,-3.44,0
23/12/2016,4,19.6,88,17.5,937.6,0,219,1.2,-3.11,0
23/12/2016,5,19.3,90,17.7,936.8,0,347,1.8,-3.3,0
23/12/2016,6,19,91,17.6,936.6,0,201,0,-2.84,0
23/12/2016,7,18.7,94,17.7,936.9,0,59,0.8,-3.32,0
23/12/2016,8,18.6,94,17.7,937.4,0,193,1.4,-3.05,0
23/12/2016,9,19.8,95,18.8,937.7,0.5,49,1.3,72.38,0
23/12/2016,10,22.6,84,19.7,938.2,0.9,42,3.5,536.5,0
23/12/2016,11,23.1,80,19.4,938.2,2.2,25,5.7,1046,0
23/12/2016,12,24.6,73,19.5,938.2,1.8,7,5.1,1200,0
23/12/2016,13,25.1,69,19.1,938.2,2.3,12,5.1,2267,0
23/12/2016,14,26.9,60,18.5,937.7,2.4,9,6.5,3696,0
23/12/2016,15,28.4,54,18.2,937,1.6,32,7.2,3788,0
23/12/2016,16,29.3,44,15.9,936.5,2.7,346,7.8,3817,0
23/12/2016,17,29.9,45,16.5,935.9,2.7,22,6.6,3181,0
23/12/2016,18,29.5,47,17.1,935.2,2.5,342,6.9,2641,0
24/12/2016,7,18.1,96,17.4,935.2,0,225,0.9,-3.51,0
24/12/2016,8,17.8,96,17.2,935.4,0,139,0.8,-3.49,0
24/12/2016,9,18.8,96,18.2,935.8,0.1,147,0.8,132,0
24/12/2016,10,21.3,88,19.1,936.1,0.2,82,1.4,476.2,0
24/12/2016,11,24.8,67,18.2,936.6,1.3,37,3.2,1466,0
24/12/2016,12,26.4,63,18.7,936.8,2.2,350,4.9,2567,0
24/12/2016,13,27.1,60,18.6,936.7,1.8,356,6.5,3233,0
24/12/2016,14,28.3,57,18.9,936.2,1.9,38,6.9,3589,0
24/12/2016,15,29.6,52,18.7,935.5,2.1,353,5.7,3705,0
24/12/2016,16,30.1,49,18.2,934.8,1.6,38,5.5,3114,0
24/12/2016,17,30.7,45,17.3,933.6,1.9,20,5,3341,0
24/12/2016,18,31.9,42,17.4,933,1.2,1,6.2,3231,0
24/12/2016,19,29.7,45,16.5,932.7,1.8,31,4.8,1329,0
24/12/2016,20,26.6,57,17.4,932.3,0.7,33,3.7,420.7,0
24/12/2016,21,25.3,60,17.1,933.1,0.5,66,2.6,64.39,0
24/12/2016,22,21.4,86,18.9,935.6,3.4,212,8.6,-3.13,2.2
24/12/2016,0,22,82,18.7,936.7,0,318,1.4,-3.53,0
24/12/2016,1,21.3,85,18.7,936.7,0.1,71,0.8,-3.54,0
24/12/2016,2,20.3,90,18.6,936.6,0,92,0.6,-3.53,0
24/12/2016,23,19.6,93,18.4,936.1,0.9,75,8.2,-2.99,4.6
24/12/2016,3,20.2,90,18.6,936.1,0.1,128,0.9,-3.53,0
24/12/2016,4,19.3,92,18,935.8,0,192,0.9,-3.53,0
24/12/2016,5,18.8,94,17.9,935.4,0.2,75,0.9,-3.54,0
24/12/2016,6,18.5,95,17.7,935.2,0,186,0.9,-3.53,0
25/12/2016,1,18.6,95,17.8,935.3,0.4,74,2.9,-3.11,0
25/12/2016,2,18.8,95,17.9,935.2,0.1,147,3.1,-3.47,0
25/12/2016,23,20.3,88,18.3,933.7,0.5,42,1.7,-3.54,0
25/12/2016,3,18.2,96,17.5,934.4,0,82,1.8,-3.52,0
25/12/2016,4,17.7,96,17.1,933.8,0.3,48,0.8,-3.5,0
25/12/2016,5,18.1,96,17.5,933.4,0,99,0.8,-3.08,0
25/12/2016,6,17.9,97,17.3,933.2,0,98,0.8,-2.93,0
25/12/2016,7,17.6,97,17,933.3,0,291,0.5,-3.43,0
25/12/2016,8,17.4,97,16.9,933.3,0.3,83,1.2,-2.82,0
25/12/2016,9,17.8,97,17.2,933.9,0,197,1.2,98.7,0
25/12/2016,10,18.8,97,18.3,934.3,0,198,1,288.6,0
25/12/2016,11,23.9,77,19.7,934.3,1.2,48,3.4,1721,0
25/12/2016,12,25.4,72,20,934.5,1.5,343,4.2,2478,0
25/12/2016,13,26.7,64,19.4,934.7,2.3,326,6.1,2773,0.2
25/12/2016,14,28.5,60,19.9,934.3,1.7,3,5.6,2967,0
25/12/2016,15,29.3,60,20.8,933.7,1.6,350,6,3590,0
25/12/2016,16,30.1,51,18.9,932.7,1.8,13,5,3640,0
25/12/2016,17,30.7,48,18.6,932.2,1.5,323,4.2,3369,0
25/12/2016,18,29.3,58,20.1,931.5,0,354,3.6,1323,0
25/12/2016,19,28.7,57,19.3,931.7,2.1,65,5.4,1509,0
25/12/2016,20,23.9,67,17.4,932.6,4.2,322,9.6,497.5,0
25/12/2016,21,23,71,17.4,933.3,1.8,232,9.6,141.6,0
25/12/2016,0,19.1,94,18,935.1,0.6,108,3.3,-2.97,0.6
25/12/2016,22,20.9,83,17.8,932.9,0.2,132,4.3,14.2,0
26/12/2016,22,23.3,79,19.5,932.8,0.1,96,1.7,30.65,0
26/12/2016,0,20.5,89,18.6,934.3,0,106,1.4,-3.07,0
26/12/2016,1,20.2,89,18.4,934.7,0.3,169,1.1,-3.03,0
26/12/2016,2,19.7,92,18.4,934.7,0,69,1.1,-3.47,0
26/12/2016,3,19.4,93,18.4,934.5,0,55,0.6,-3.52,0
26/12/2016,23,22.2,86,19.7,933.6,0,25,0.9,-3.54,0
26/12/2016,4,19,93,17.9,933.9,0.1,63,1.3,-3.53,0
26/12/2016,5,18.7,95,17.8,933.6,0,62,0.6,-3.44,0
26/12/2016,6,18.4,95,17.7,933.5,0,157,1,-3.49,0
26/12/2016,7,18.1,96,17.5,933.9,0,43,0.5,-3.53,0
26/12/2016,8,18,96,17.4,933.8,0.1,55,0.8,-3.39,0
26/12/2016,9,18.2,96,17.6,934.4,0,50,0.7,55.05,0
26/12/2016,10,19.9,96,19.2,934.7,0,218,1.6,150.7,0
26/12/2016,11,24.5,76,20,935,0.3,220,1.6,1674,0
26/12/2016,12,25.9,68,19.6,935.5,2.8,25,5.8,2240,0
26/12/2016,13,26.3,65,19.2,935.6,2.8,340,7.6,2900,0
26/12/2016,14,27.4,65,20.3,935.2,3,9,6.3,2058,0
26/12/2016,15,28.3,62,20.4,934.4,2.1,332,7.9,3034,0
26/12/2016,16,29.3,60,20.6,934,2.5,349,6.2,3354,0
26/12/2016,17,29.5,56,19.6,933.2,2.5,354,7.3,2881,0
26/12/2016,18,30.4,47,18,932.5,2.5,314,6,2968,0
26/12/2016,19,29.9,48,17.6,931.8,2,26,5.9,1805,0
26/12/2016,20,26.6,64,19.2,932,0.1,58,4.2,566.8,0
26/12/2016,21,26,73,20.8,932.6,0.1,74,2.4,271.2,0
27/12/2016,0,21.1,89,19.3,934.3,0,87,1.6,-3.54,0
27/12/2016,22,23.9,73,18.8,933.6,0.7,49,3.8,12.97,0
27/12/2016,1,21,90,19.4,934.8,0,195,1,-3.54,0
27/12/2016,2,20.5,93,19.4,935.3,0.3,49,1,-3.54,0
27/12/2016,3,20.1,95,19.2,935.1,0.4,107,1.3,-3.53,0
27/12/2016,23,22.3,81,18.9,934.8,0,154,1.4,-3.54,0
27/12/2016,4,19.9,95,19.1,934.9,0.1,95,1.3,-3.45,0
27/12/2016,5,19.3,95,18.6,934.9,0.1,92,1,-3.4,0
27/12/2016,6,19.3,96,18.6,935.1,0,200,0.9,-3.49,0
27/12/2016,7,19.1,96,18.4,935.2,0,121,1,-3.52,0
27/12/2016,8,18.8,96,18.2,935.5,0,130,0.9,-3.45,0
27/12/2016,9,19.2,96,18.7,936.1,0,35,0.8,57.8,0
27/12/2016,10,21.4,92,20,936.9,0.5,335,1.7,170.4,0
27/12/2016,11,24.8,72,19.4,937.2,2.2,32,5.7,1734,0
27/12/2016,12,26.4,68,20,937.3,2.3,26,6.2,2570,0
27/12/2016,13,27.4,65,20.3,936.9,2.1,5,5.8,2975,0
27/12/2016,14,28.2,65,21.1,936.8,2,330,5.7,2913,0
27/12/2016,15,28.6,59,19.7,936,2.5,8,7,2774,0
27/12/2016,16,29.8,56,20,935.4,2.6,37,6.3,3161,0
27/12/2016,17,30,54,19.7,934.4,1.7,40,5.9,3200,0
27/12/2016,18,30.2,51,19.1,933.6,2.5,42,5.5,2725,0
27/12/2016,19,30.4,51,19,932.9,2.9,2,6.7,2236,0
27/12/2016,20,29.7,53,19.2,933,2,358,6.7,1473,0
27/12/2016,21,27.5,56,18,933.3,1.9,20,5.3,593.7,0
28/12/2016,17,30.3,49,18.3,935.2,2.5,26,6.7,3599,0
28/12/2016,18,30.6,45,17.5,934,2.4,47,6.1,3195,0
28/12/2016,19,30.3,43,16.2,933.3,2.2,16,6.1,2216,0
28/12/2016,20,30.6,41,15.8,933.1,1.1,48,4.3,1521,0
28/12/2016,21,28.4,51,17.3,933.6,0.6,39,3.5,699.3,0
28/12/2016,0,21.4,85,18.7,935.2,0,49,1,-3.54,0
28/12/2016,22,24.8,64,17.5,934.8,0.5,25,2.3,16.76,0
28/12/2016,1,20.9,89,18.9,935.6,0,37,1.1,-3.54,0
28/12/2016,2,20.2,91,18.7,936,0,125,0.3,-3.54,0
28/12/2016,23,25.5,63,17.9,935.7,2,30,6.8,-3.5,0
28/12/2016,3,19.8,93,18.6,935.8,0,348,0,-3.53,0
28/12/2016,4,19.6,94,18.6,935.5,0.4,114,1.4,-3.54,0
28/12/2016,5,19.3,94,18.4,935.6,0.2,52,1.1,-3.51,0
28/12/2016,6,19,95,18.2,935.3,0.2,119,1.1,-3.53,0
28/12/2016,7,18.6,96,17.9,935.2,0,84,1.1,-3.52,0
28/12/2016,8,18.5,96,17.9,935.3,0.1,136,1.9,-3.4,0
28/12/2016,9,18.8,96,18.2,935.6,0.3,52,1.2,57.99,0
28/12/2016,10,20.5,96,19.9,935.6,0.1,37,1.6,166.8,0
28/12/2016,11,24.4,72,19.1,936.1,2.8,23,6.1,1695,0
28/12/2016,12,24.9,69,18.9,936.8,3.3,12,7.5,2375,0
28/12/2016,13,27.1,62,19.3,936.8,3.5,29,7.5,2353,0
28/12/2016,14,28.4,61,20.3,936.9,2.6,332,7.3,2608,0
28/12/2016,15,29,53,18.6,936.5,3.9,18,8.4,3481,0
28/12/2016,16,29.5,46,16.8,936,2.6,342,7.4,3643,0
29/12/2016,6,17.5,93,16.5,935.3,0,77,0.6,-3.54,0
29/12/2016,7,16.7,94,15.8,935.3,0,227,0.3,-3.53,0
29/12/2016,8,16.5,95,15.7,935.7,0,200,0,-3.53,0
29/12/2016,9,16.9,96,16.2,936.3,0,76,1.1,48.38,0
29/12/2016,10,19.1,91,17.6,936.9,0.1,5,1,147,0
29/12/2016,11,24.2,64,17,937.2,1.1,300,3.1,1626,0
29/12/2016,12,26.9,56,17.4,937.4,2.2,323,5.6,2476,0
29/12/2016,13,27.7,54,17.6,937.5,2.8,40,6.6,3124,0
29/12/2016,14,28.8,50,17.5,937.2,3,2,7.9,3577,0
29/12/2016,15,30.2,47,17.5,936.6,2.4,45,8,3721,0
29/12/2016,16,30.5,41,15.7,935.8,3.2,34,7.9,3700,0
29/12/2016,17,31.6,42,17.2,935.1,2.2,1,7.4,3472,0
29/12/2016,18,31,36,14.3,934.5,3.4,337,7.8,3000,0
29/12/2016,19,31.3,35,14.1,933.7,2.4,28,7.8,2301,0
29/12/2016,20,30.9,43,16.7,933.5,1.8,43,5.4,1574,0
29/12/2016,21,28.9,50,17.5,933.3,0.6,46,5.4,649.6,0
29/12/2016,22,24.9,66,18.1,933.7,0.7,42,2.8,28.94,0
29/12/2016,0,22.2,78,18.2,935.9,0.2,56,6.8,-3.54,0
29/12/2016,1,21.2,84,18.4,936.6,0.6,44,4.9,-3.54,0
29/12/2016,2,21,83,18,936.8,0.3,20,1.8,-3.54,0
29/12/2016,3,19.6,84,16.9,936.5,0.1,147,1.6,-3.54,0
29/12/2016,23,25.4,62,17.5,934.4,1.1,16,2.9,-3.54,0
29/12/2016,4,18.9,88,16.9,936,0.4,71,1.4,-3.54,0
29/12/2016,5,17.8,91,16.3,935.4,0,184,1.1,-3.54,0
30/12/2016,0,22.7,75,18,935.1,0.3,65,2.1,-3.54,0
30/12/2016,1,21.7,79,18,935.8,0.5,54,1.6,-3.54,0
30/12/2016,2,20.2,88,18.2,935.9,0,194,1.3,-3.54,0
30/12/2016,3,19.7,91,18.3,935.4,0.8,70,1.5,-3.54,0
30/12/2016,15,30,49,18.1,936.5,3,34,7.8,3764,0
30/12/2016,4,19.1,94,18.1,934.9,0,229,1.5,-3.54,0
30/12/2016,5,18.8,95,18.1,934.8,0.1,64,0.8,-3.52,0
30/12/2016,6,18.5,96,17.8,934.7,0,120,0.7,-3.49,0
30/12/2016,16,31.5,46,18.5,935.6,2.2,3,5.6,3793,0
30/12/2016,7,18.6,96,18,935,0,86,0.6,-3.47,0
30/12/2016,8,18.5,96,17.9,935.5,0,172,1,-3.49,0
30/12/2016,20,32,37,15.6,933.5,1,10,3.7,1249,0
30/12/2016,22,24.7,62,16.8,934.4,0,102,1.7,8.875,0
30/12/2016,9,18.9,96,18.3,936.1,0.1,61,1,52.16,0
30/12/2016,17,30.5,47,17.8,935,1.3,38,5.2,2083,0
30/12/2016,10,21.4,91,19.9,936.6,0.8,42,2.7,161.3,0
30/12/2016,21,27.7,50,16.5,933.9,1.1,42,2.8,483.5,0
30/12/2016,11,25.2,67,18.7,936.9,2.2,19,7,1603,0
30/12/2016,18,33.3,34,15.3,934.3,1.2,345,4.7,2070,0
30/12/2016,12,26.4,63,18.7,937.3,3.4,31,6.8,2454,0
30/12/2016,13,27.5,58,18.6,937.4,2.5,1,8.4,2813,0
30/12/2016,19,31.5,39,16.1,933.7,1.4,358,4.7,1776,0
30/12/2016,23,22.9,72,17.6,934.6,0,178,0.5,-3.54,0
30/12/2016,14,29.1,53,18.6,937.1,3.3,47,7.8,3544,0
31/12/2016,22,24.6,65,17.7,934.8,1.1,31,5.3,28.46,0
31/12/2016,0,22.3,77,17.9,935.5,0.3,84,1.3,-3.51,0
31/12/2016,1,21.2,82,18.1,935.9,0,285,1.3,-3.54,0
31/12/2016,2,20.7,85,18.2,936.2,0,70,0.7,-3.54,0
31/12/2016,23,23.9,68,17.8,935.4,0.9,24,2.5,-3.54,0
31/12/2016,3,20.4,86,18,936,0,169,1.4,-3.54,0
31/12/2016,4,20.1,87,18,935.3,0,255,1.4,-3.54,0
31/12/2016,5,19.7,88,17.7,935.1,0,149,0.7,-3.54,0
31/12/2016,6,19.8,89,17.9,935.2,0.1,63,1.1,-3.53,0
31/12/2016,7,19.5,90,17.8,935.5,0,60,0.7,-3.54,0
31/12/2016,8,19.5,90,17.8,935.9,0.1,63,1.5,-3.54,0
31/12/2016,9,20.7,84,18,936.5,0.5,46,1.9,50.25,0
31/12/2016,10,22.9,75,18.2,937.2,2.4,24,4.9,165.3,0
31/12/2016,11,24.2,69,18.3,937.6,3.4,26,8.8,1489,0
31/12/2016,12,25.6,63,18.1,938,3.4,13,7.9,2700,0
31/12/2016,13,26.9,62,18.9,938.1,2.9,36,7.3,2693,0
31/12/2016,14,26.6,64,19.1,937.8,2.8,4,7.8,2379,0
31/12/2016,15,27.3,58,18.3,937.3,3.4,20,8.1,3324,0
31/12/2016,16,29.1,52,18.3,936.7,3.1,25,8.1,3433,0
31/12/2016,17,28.9,52,18.1,936,2.2,341,6.7,3453,0
31/12/2016,18,29.5,50,18,935,2.2,358,7.3,2986,0
31/12/2016,19,29.3,49,17.5,934.4,2.8,11,6,2290,0
31/12/2016,20,28.6,51,17.3,934,2.8,359,6.4,1465,0
31/12/2016,21,27.1,56,17.5,934.1,2.7,17,6.4,623.7,0
01/01/2017,22,25,68,18.6,933.8,1,44,3.3,25.88,0
01/01/2017,0,23.5,70,17.6,936.2,0.9,16,3.3,-3.54,0
01/01/2017,1,22.9,70,17.2,936.9,1,21,3.1,-3.54,0
01/01/2017,23,23.7,72,18.4,934.3,0.5,45,2.3,-3.54,0
01/01/2017,2,22.4,71,16.9,936.7,1,28,3.5,-3.54,0
01/01/2017,3,19.7,84,16.9,936.2,0.1,119,2.1,-3.54,0
01/01/2017,4,19.8,83,16.8,935.6,1,58,1.8,-3.54,0
01/01/2017,5,18.9,87,16.7,935.2,0.3,57,1.5,-3.54,0
01/01/2017,6,18.2,92,16.9,934.9,0,85,1.3,-3.54,0
01/01/2017,7,17.9,93,16.8,934.9,1.1,61,1.6,-3.54,0
01/01/2017,8,17.5,95,16.6,935.4,0.2,47,1.6,-3.53,0
01/01/2017,9,18.2,94,17.3,936.1,0,263,1,67.47,0
01/01/2017,10,21.7,79,17.9,936.7,2.9,12,6.2,250,0
01/01/2017,11,23.4,71,17.9,937.1,4.3,27,8.2,1700,0
01/01/2017,12,23.8,69,17.8,937.4,3.5,20,9,2422,0
01/01/2017,13,25.5,63,18,937.4,2.8,19,7.1,2185,0
01/01/2017,14,27.3,59,18.5,936.5,2.1,14,6.6,3212,0
01/01/2017,15,28.2,54,17.9,936.1,2.1,1,6.5,3811,0
01/01/2017,16,29.8,49,18,935.3,2.2,345,6.6,3795,0
01/01/2017,17,31.2,44,17.5,934.5,1.2,52,6.6,3478,0
01/01/2017,18,31.5,43,17.6,933.9,1,129,4.3,3024,0
01/01/2017,19,31.7,43,17.5,933.5,1.2,355,4,2212,0
01/01/2017,20,31.3,44,17.7,933.3,0.7,39,4.2,1357,0
01/01/2017,21,28.6,54,18.6,933.2,1.4,43,3.5,590,0
02/01/2017,22,25.9,65,18.8,932.2,0.2,90,1.7,5.647,0
02/01/2017,0,21.8,79,18.1,934.8,0,343,1.1,-3.54,0
02/01/2017,1,20.9,83,17.9,934.9,0,79,0.6,-3.54,0
02/01/2017,2,20.3,85,17.6,934.7,0,141,1.1,-3.54,0
02/01/2017,3,19.7,85,17.2,934.4,0,62,0,-3.54,0
02/01/2017,23,25.6,67,19.1,932.8,0.5,59,2.6,-3.44,0
02/01/2017,4,20,84,17.3,934.1,0.3,56,1.3,-3.54,0
02/01/2017,5,19.6,87,17.4,933.5,0,315,0.8,-3.43,0
02/01/2017,6,18.9,89,17.1,933.3,0,51,1.5,-3.53,0
02/01/2017,7,18.9,88,16.9,933.3,0,119,0.7,-3.37,0
02/01/2017,8,18.6,90,17,933.5,0.1,72,0.7,-3.51,0
02/01/2017,9,19.3,90,17.5,933.9,0,219,0.9,74.07,0
02/01/2017,10,23.1,72,17.8,934.5,0.8,22,1.9,527.4,0
02/01/2017,11,25,65,18,935,1.9,16,5.3,1164,0
02/01/2017,12,25.8,63,18.1,935.2,1.7,355,5.3,1360,0
02/01/2017,13,29,54,18.9,934.9,1.5,316,4.3,2693,0
02/01/2017,14,30.5,49,18.6,934.4,1.7,348,5.5,3409,0
02/01/2017,15,32,41,17.2,933.6,1.9,296,4.7,3515,0
02/01/2017,16,32.6,39,16.9,932.7,1.5,357,4.7,3202,0
02/01/2017,17,32.8,36,15.6,932.2,0.6,74,5.8,2826,0
02/01/2017,18,33.8,38,17.3,931.6,1.3,216,3.8,2405,0
02/01/2017,19,33.7,37,16.8,931.1,1.9,352,3.6,1907,0
02/01/2017,20,28.5,57,19.1,931.1,0.8,73,3.5,601,0
02/01/2017,21,26.8,65,19.6,931.8,0.1,105,1.3,197.4,0
03/01/2017,0,24.7,72,19.3,933.2,0.3,213,1.7,-3.51,0
03/01/2017,22,21.4,95,20.5,933.2,0.1,53,1.4,1.632,0.2
03/01/2017,1,23.4,79,19.6,933.2,0,98,1.9,-3.53,0
03/01/2017,2,22.8,81,19.4,933.5,0,93,1.1,-3.54,0
03/01/2017,23,21,95,20.2,934.1,0.3,138,1.4,-3.48,0
03/01/2017,3,22.2,83,19.2,933.4,0.3,104,1.3,-3.52,0
03/01/2017,4,21.2,87,19,933.2,0,16,1.8,-3.54,0
03/01/2017,5,21.9,81,18.5,933,0.4,45,3.5,-3.25,0
03/01/2017,6,20.8,87,18.6,933.1,0.5,77,1.5,-3.51,0
03/01/2017,7,20.3,88,18.3,933.4,0,52,1.1,-3.54,0
03/01/2017,8,20.4,90,18.7,933.9,0.1,59,1.2,-3.53,0
03/01/2017,9,21.3,88,19.1,934.6,0,144,0.8,103.6,0
03/01/2017,10,23.2,80,19.6,935.1,0,9,0.8,326.4,0
03/01/2017,11,26.7,67,20.1,935.1,0.1,88,2.9,1339,0
03/01/2017,12,28.2,58,19.2,935.3,1,35,2.7,2132,0
03/01/2017,13,30.6,53,19.8,935.1,1.2,359,3.9,2909,0
03/01/2017,14,31.8,46,18.8,934.9,1.4,234,4.3,3331,0
03/01/2017,15,30.7,51,19.4,934.2,2.9,300,6.7,2751,0
03/01/2017,16,30.9,49,18.9,933.5,2.3,26,6.7,3228,0
03/01/2017,17,23.7,79,19.9,933.2,0.8,77,7.1,436.9,0.2
03/01/2017,18,20.8,92,19.5,933.1,0.5,192,3.8,90.11,4.2
03/01/2017,19,22,94,20.9,932.5,0.3,7,1.8,272.3,0
03/01/2017,20,22.6,91,21,932.1,0.8,119,3.2,573.9,0
03/01/2017,21,22,94,20.9,932.9,0.3,170,2.2,69.08,0
04/01/2017,0,20.4,89,18.6,934.5,0.7,31,2.1,-3.44,0
04/01/2017,22,25.8,63,18.3,934.4,1.2,31,3.8,26.01,0
04/01/2017,1,19.6,94,18.7,935.5,0.1,180,3.3,-3.54,0
04/01/2017,2,19.2,94,18.3,935.6,0.5,54,1.5,-3.38,0
04/01/2017,23,25.3,65,18.3,934.9,1,11,2.9,-3.54,0
04/01/2017,3,19.1,94,18.1,935.2,0,169,2.4,-3.43,0
04/01/2017,4,18.6,95,17.9,934.9,0,83,1,-3.51,0
04/01/2017,5,18.3,96,17.6,935,0,235,0.9,-3.53,0
04/01/2017,6,18.3,96,17.7,935,0.7,78,1.4,-3.52,0
