data,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
27/05/2017,1,14.3,96,13.7,941.3,0,1,0,-3.53,0
27/05/2017,11,12.9,97,12.5,941.9,0,257,0.8,435.2,0
27/05/2017,14,22.4,62,14.8,941.8,2.3,21,6.2,2102,0
27/05/2017,20,20.1,77,16,939.3,0.1,213,2.6,146.2,0
27/05/2017,21,17.4,87,15.2,939.3,0.3,64,1.3,0.591,0
27/05/2017,13,20.5,74,15.8,942.3,2,359,4.2,2017,0
27/05/2017,8,11.8,97,11.4,940.5,0,70,0,-3.1,0
27/05/2017,18,22.7,62,15.1,939.3,2.1,308,6.5,1217,0
27/05/2017,10,11.8,97,11.4,941.4,0,89,0.8,70.52,0.2
27/05/2017,7,12,97,11.5,940.3,0,231,0,-2.88,0
27/05/2017,22,15.8,93,14.6,939.8,0,230,1.3,-3.54,0
27/05/2017,16,24.2,59,15.6,940.1,2,339,6.1,2545,0
27/05/2017,15,23.2,64,16.1,941.1,2,310,5.7,2409,0
27/05/2017,19,23,62,15.2,939.1,1,345,4.2,914.7,0
27/05/2017,9,11.5,97,11.1,941,0,123,0,-2.85,0
28/05/2017,22,16.7,88,14.7,940.7,0.1,97,0.8,-3.54,0
28/05/2017,21,18,81,14.8,940.4,0,142,1.1,-0.06,0
28/05/2017,7,12.8,97,12.4,940.3,0,186,0.8,-3.53,0
28/05/2017,3,14.4,96,13.8,940.4,0,62,0.8,-3.35,0
28/05/2017,23,16.1,92,14.8,941.1,0,34,0.8,-3.49,0
28/05/2017,2,14.9,96,14.3,940.7,0.1,4,0.7,-2.81,0
28/05/2017,4,13.8,97,13.3,940.2,0,217,0.6,-3.54,0
28/05/2017,0,14.8,96,14.1,940.7,0,104,0,-3.53,0
28/05/2017,1,14.8,96,14.3,940.7,0,197,0.2,-2.88,0
28/05/2017,8,12.6,97,12.2,940.8,0,40,0.7,-3.46,0
28/05/2017,9,13.3,97,12.9,941.5,0,264,0.3,-0.03,0
28/05/2017,11,16.6,94,15.6,942.3,0,151,0.9,427.8,0
28/05/2017,6,13.3,97,12.8,940.3,0,258,0.8,-3.52,0
28/05/2017,19,23.7,53,13.6,939.7,1.7,331,5,969.4,0
28/05/2017,10,14,97,13.6,941.9,0,273,0,57.6,0
28/05/2017,20,20.6,70,14.9,939.8,0.2,60,3.6,216.3,0
28/05/2017,12,19.8,80,16.3,942.8,0.7,309,1.5,1148,0
28/05/2017,5,13.6,97,13.1,940.3,0,94,0.5,-3.47,0
28/05/2017,14,22.3,70,16.5,942.3,2,306,4.7,1553,0
28/05/2017,13,21.1,75,16.5,942.8,1.7,285,3.8,1547,0
28/05/2017,18,23.5,57,14.3,939.5,1.3,307,6.5,1465,0
28/05/2017,15,23.7,62,15.9,941.4,1.6,360,5.3,2456,0
28/05/2017,17,23.8,55,14.1,939.6,1.7,341,6.1,1513,0
28/05/2017,16,24.1,55,14.6,940.5,2.6,299,6.3,2460,0
29/05/2017,17,23.7,55,14,939.1,1.8,347,6.5,1935,0
29/05/2017,7,12.4,97,12,940.4,0,54,0,-3.53,0
29/05/2017,22,14.8,85,12.2,939.5,0,44,1.1,-3.54,0
29/05/2017,0,16.2,91,14.8,941.3,0,216,0,-3.21,0
29/05/2017,23,13.3,92,12.1,940,0,124,0.2,-3.54,0
29/05/2017,8,11.8,97,11.4,940.8,0,276,0,-3.49,0
29/05/2017,1,15.7,93,14.6,941.6,0,171,0.7,-3.4,0
29/05/2017,9,11.9,97,11.5,940.9,0,119,0,-3.19,0
29/05/2017,3,14.5,96,13.8,941.4,0,109,0.9,-3.53,0
29/05/2017,2,14.9,95,14.1,941.6,0,47,0,-3.54,0
29/05/2017,11,14,97,13.6,941.9,0,338,0,344.7,0
29/05/2017,15,22.5,64,15.3,940.9,1.8,291,6.6,2034,0
29/05/2017,10,12.1,97,11.7,941.4,0,38,0,76.97,0
29/05/2017,6,12.9,97,12.4,940.4,0,242,0,-3.52,0
29/05/2017,5,13.4,97,12.9,940.7,0,259,0.9,-3.54,0
29/05/2017,4,14.1,96,13.6,941.2,0.2,74,0.9,-3.54,0
29/05/2017,16,23,59,14.6,940.1,2.3,346,7.1,1972,0
29/05/2017,12,18.3,85,15.6,942.5,0.8,300,2,1379,0
29/05/2017,14,21.3,68,15.3,941.6,2.4,302,6.6,1329,0
29/05/2017,21,16.9,76,12.6,939.4,0.2,41,2.5,-0.2,0
29/05/2017,13,20.6,72,15.2,942.3,2.6,313,5,1346,0
29/05/2017,19,21.5,57,12.5,939.4,1.1,350,5.6,791,0
29/05/2017,18,24.6,49,13.2,939.1,2.3,281,7.1,1766,0
29/05/2017,20,20.7,61,13,939.2,1.4,37,3.1,369.8,0
30/05/2017,23,16.9,89,14.9,938.8,0,88,0.8,-3.42,0
30/05/2017,3,11.3,96,10.7,940.2,0,134,0,-3.54,0
30/05/2017,4,11,97,10.5,939.8,0,23,0,-3.54,0
30/05/2017,1,12.2,95,11.4,940.1,0,11,0,-3.54,0
30/05/2017,0,12.8,94,11.8,940.1,0,247,0.5,-3.54,0
30/05/2017,2,11.8,96,11.2,940.3,0,28,0.1,-3.52,0
30/05/2017,11,13.2,97,12.8,940.7,0,56,0.3,335.7,0
30/05/2017,5,10.6,97,10.1,939.3,0,274,0,-3.53,0
30/05/2017,7,9.9,97,9.5,938.7,0,261,0,-3.54,0
30/05/2017,6,10.2,97,9.7,939,0,219,0,-3.53,0
30/05/2017,8,9.6,97,9.2,938.6,0,129,0,-3.53,0
30/05/2017,21,18.5,81,15.2,938.2,0,48,0.9,1.855,0
30/05/2017,20,21,71,15.6,937.9,0.1,99,1.1,268.2,0
30/05/2017,16,22.5,60,14.3,938.7,1.1,357,4.9,2522,0
30/05/2017,12,17.4,80,13.9,941.1,0.3,279,1.2,1314,0
30/05/2017,9,9.2,97,8.8,939.2,0,28,0,-3.54,0
30/05/2017,15,21.9,66,15.3,939.7,2.2,19,5.1,2057,0
30/05/2017,13,19.2,77,15,941,2.3,45,4.7,1364,0
30/05/2017,22,18.3,84,15.4,938.4,0,341,0.7,-2.64,0
30/05/2017,14,19.7,76,15.4,940.6,2,24,5.4,1334,0
30/05/2017,18,23.8,51,13.1,937.9,0.8,216,2.6,1173,0
30/05/2017,17,23.7,55,14,938,0.7,271,3.3,1743,0
30/05/2017,19,23.8,55,14.1,937.8,0.1,318,2.1,827,0
30/05/2017,10,9.9,97,9.5,939.8,0,34,0,70.98,0.2
31/05/2017,23,16.2,86,13.9,937.3,0,109,1,-2.71,0
31/05/2017,1,14.6,95,13.8,939.2,0,336,0.2,-3.54,0
31/05/2017,0,15.6,93,14.5,939.2,0,160,0.8,-3.54,0
31/05/2017,10,12.7,97,12.2,938.4,0,43,0.7,50.36,0
31/05/2017,2,13.6,96,12.9,938.9,0,331,0.6,-3.53,0
31/05/2017,4,12.9,97,12.4,938.5,0,104,0.4,-3.53,0
31/05/2017,12,19.1,76,14.7,938.8,0.4,269,1.1,1416,0
31/05/2017,20,20.7,64,13.5,935.7,1,59,2.7,292.9,0
31/05/2017,7,12.7,97,12.2,937.5,0,7,1.1,-3.37,0
31/05/2017,3,13.2,96,12.6,938.7,0,141,0.3,-3.54,0
31/05/2017,22,16,85,13.5,936.8,0,90,1.1,-3.54,0
31/05/2017,5,12.6,97,12.1,938.3,0,169,0.8,-3.44,0
31/05/2017,6,12.8,97,12.3,938.1,0.2,81,1.1,-2.83,0
31/05/2017,11,14.9,97,14.4,938.7,0,268,0.5,295.3,0
31/05/2017,15,22.6,51,12.1,937.1,2.1,347,5.2,2424,0
31/05/2017,14,23,53,13,938.1,0.9,17,4.9,2107,0
31/05/2017,13,22.1,56,12.8,938.5,0.7,12,2.9,1998,0
31/05/2017,16,24.5,46,12.1,936.4,1.3,277,5,2245,0
31/05/2017,19,23.7,50,12.7,935.3,1.2,20,4,875.9,0
31/05/2017,8,13.2,97,12.7,938.1,0,36,0.5,-1.09,0
31/05/2017,17,23.5,46,11.4,935.7,1.4,306,4.9,1867,0
31/05/2017,18,24,46,11.8,935.3,1.7,357,4,1375,0
31/05/2017,21,17.6,76,13.3,936.3,0.2,69,1.7,0.172,0
31/05/2017,9,12.8,97,12.3,938,0,137,0.6,-3.15,0
01/06/2017,9,11.3,97,10.9,937,0,39,0,-3.5,0
01/06/2017,3,13.4,96,12.7,937.2,0,232,0,-3.54,0
01/06/2017,23,17.9,90,16.2,936.4,0,96,0,-3.54,0
01/06/2017,0,15.6,88,13.7,937.7,0,189,0.2,-2.86,0
01/06/2017,4,13,96,12.4,936.9,0,64,0,-3.53,0
01/06/2017,1,14.7,93,13.5,937.6,0,344,0.4,-3.54,0
01/06/2017,2,13.8,95,12.9,937.3,0,213,0.4,-3.53,0
01/06/2017,15,25,56,15.7,936.8,2.7,346,7.5,2544,0
01/06/2017,7,11.8,97,11.4,936.5,0,17,0,-3.53,0
01/06/2017,10,11.7,97,11.3,937.5,0,214,0,40.29,0
01/06/2017,11,14.8,97,14.3,938,0,324,0,301.3,0
01/06/2017,12,19.4,78,15.5,938.4,0.6,297,1.5,1346,0
01/06/2017,5,12.4,97,11.9,936.6,0,123,0,-3.53,0
01/06/2017,14,23.6,59,15.2,937.5,3.7,321,7.5,2303,0
01/06/2017,13,22.5,64,15.3,938,2.7,17,6.8,1926,0
01/06/2017,6,12.1,97,11.6,936.5,0,172,0,-3.54,0
01/06/2017,21,21.3,73,16.3,936,0.2,21,2.5,-0.87,0
01/06/2017,22,19.2,84,16.3,936.2,0,78,1.2,-3.54,0
01/06/2017,8,11.6,97,11.1,936.6,0,108,0,-3.39,0
01/06/2017,17,26.2,51,15.2,935,2.8,7,7,2107,0
01/06/2017,16,25.2,54,15.2,935.7,3,330,7,2450,0
01/06/2017,19,25,57,16,935,2,15,5.2,813.7,0
01/06/2017,18,26.6,51,15.6,934.6,2.1,15,6.5,1626,0
01/06/2017,20,23.1,68,16.8,935.5,0.3,26,4.4,193.6,0
02/06/2017,9,17.6,97,17,937.5,0,163,0.5,-1.36,0
02/06/2017,23,16.4,89,14.6,938.8,0,111,0.5,-3.54,0
02/06/2017,3,18.9,91,17.4,937.3,0.6,4,3.2,-2.95,0
02/06/2017,4,18.4,94,17.5,937.1,0,93,1.9,-1.36,0
02/06/2017,1,17.3,93,16.1,936.6,0,131,1.1,-3.52,0
02/06/2017,0,17.5,92,16.1,936.6,0,209,0.6,-3.51,0
02/06/2017,6,17.5,96,16.8,937.1,0,213,0.4,-3.41,0
02/06/2017,2,17.4,94,16.4,936.9,0.1,169,1.1,-3.25,0
02/06/2017,5,17.9,95,17.1,937.1,0,196,0.9,-3.22,0
02/06/2017,16,26.5,51,15.6,936.9,2.3,328,6.1,2483,0
02/06/2017,7,17.2,96,16.6,936.9,0,188,0.9,-2.15,0
02/06/2017,10,17,97,16.5,938,0,44,0,43.68,0.2
02/06/2017,20,24,59,15.5,937,0,26,5.2,330.3,0
02/06/2017,12,22.1,68,15.9,939.3,2.2,267,4.8,1447,0
02/06/2017,8,17.3,97,16.8,937.2,0,175,0.5,-2.41,0
02/06/2017,11,18.8,96,18.1,938.9,0,280,0,397,0
02/06/2017,15,26.7,53,16.4,937.8,3.2,286,6.1,2571,0
02/06/2017,14,24.9,58,16,938.4,2.3,281,5.7,2330,0
02/06/2017,13,23.9,60,15.8,939,2.3,271,5.8,1949,0
02/06/2017,19,27.2,41,13,936.6,2.6,281,5.4,1018,0
02/06/2017,18,28,44,14.7,936.4,2.2,261,5.3,1672,0
02/06/2017,17,27.6,47,15.4,936.2,2.6,284,6.3,2137,0
02/06/2017,22,17.7,83,14.8,938.4,0,85,0.4,-3.54,0
02/06/2017,21,19.3,75,14.8,937.8,0,239,1.1,-0.26,0
03/06/2017,23,18.3,90,16.5,941.5,0,53,1.9,-1.94,0
03/06/2017,1,17.5,82,14.3,940,0.3,186,1.9,-3.54,0
03/06/2017,3,15.8,87,13.5,939.9,0.4,44,2.3,-3.54,0
03/06/2017,0,17,87,14.9,939.6,0.2,63,2.1,-3.54,0
03/06/2017,2,16.5,85,13.9,939.9,0.1,45,2.5,-3.54,0
03/06/2017,4,15.1,90,13.5,939.7,0.2,10,3.8,-3.54,0
03/06/2017,9,15.2,88,13.2,940.1,0.2,228,2.2,-0.52,0
03/06/2017,5,15.7,90,14,939.9,0.3,255,2.2,-3.41,0
03/06/2017,7,16.1,88,14,939.4,0.1,39,1.9,-1.29,0
03/06/2017,6,15.6,91,14.1,939.5,0.1,239,2.5,-2.7,0
03/06/2017,16,20,77,15.7,940.6,0.8,199,3.9,1284,0
03/06/2017,8,15.5,87,13.4,939.6,0.2,353,2.4,-2.6,0
03/06/2017,10,14.9,88,13,941.1,0.8,229,1.8,37.64,0
03/06/2017,17,20.1,75,15.5,940.1,0.3,235,2.9,833.7,0
03/06/2017,15,19.4,79,15.7,941.3,0.9,241,3.9,1121,0
03/06/2017,12,16.4,88,14.3,941.9,1,238,2.7,484.1,0
03/06/2017,11,15.2,89,13.3,941.8,1,237,2.9,216.1,0
03/06/2017,22,18.8,85,16.2,941.1,1.2,139,1.8,-1.64,0
03/06/2017,14,18.8,80,15.2,941.9,1.5,270,3.8,954.5,0
03/06/2017,13,17.7,84,14.9,942.1,0.8,255,3.5,648.9,0
03/06/2017,20,19.9,84,17.1,940.4,0.3,4,2.6,57.55,0
03/06/2017,21,19.6,85,17,940.8,0.2,29,2.8,-1.37,0
03/06/2017,19,20.2,78,16.4,940,1.1,311,2.6,308.3,0
03/06/2017,18,20.3,75,15.8,939.9,0.2,265,1.5,484.7,0
04/06/2017,23,17.1,88,15,940,0.3,56,1.1,-3.54,0
04/06/2017,0,18.3,90,16.7,941.7,0,101,0.4,-2.58,0
04/06/2017,21,18.9,80,15.4,939.2,0.4,34,3.9,0.539,0
04/06/2017,1,18.2,91,16.7,941.6,0,86,0,-2.55,0
04/06/2017,4,18.2,92,16.8,940.9,0,24,0.7,-1.3,0
04/06/2017,2,18.6,89,16.9,941.3,1,23,3.4,-3.33,0
04/06/2017,11,19.3,83,16.3,942.2,2.1,21,5.2,265.1,0
04/06/2017,7,18.7,87,16.5,940.9,1.2,30,3.5,-1.82,0
04/06/2017,3,18.1,93,16.9,941.2,0,142,2.4,-2.93,0
04/06/2017,20,21.6,69,15.6,938.7,1.5,34,4.9,313.6,0
04/06/2017,5,18.9,86,16.6,940.6,0.7,24,2,-0.86,0
04/06/2017,12,20.3,79,16.6,942.3,2.3,17,7.4,523.8,0
04/06/2017,10,18.7,85,16.2,941.7,2.3,36,5.5,29.09,0
04/06/2017,6,18.9,86,16.4,940.7,1,18,3.3,-1.93,0
04/06/2017,9,18.4,89,16.7,941.1,2.4,28,5.9,-2.46,0
04/06/2017,18,24.8,57,15.8,938.3,2.8,313,7.4,1805,0
04/06/2017,14,22.6,67,16.2,941.2,2.6,4,9.5,1210,0
04/06/2017,13,20.9,76,16.5,941.8,2.3,12,7.3,928,0
04/06/2017,15,22.8,67,16.4,940.5,2.4,327,7.8,1566,0
04/06/2017,17,23.3,65,16.2,938.5,2.8,23,8.8,1108,0
04/06/2017,22,17.9,84,15.1,939.5,0.2,63,1.6,-3.54,0
04/06/2017,8,18.1,89,16.4,941,1.6,28,4.9,-3.09,0
04/06/2017,16,23.5,63,16,939.1,3.2,343,7.6,2144,0
04/06/2017,19,23.5,62,15.7,938.4,2.6,27,6.5,1148,0
05/06/2017,18,24.6,61,16.5,937.4,2.1,360,7.8,1361,0
05/06/2017,17,24.8,62,17,937.9,3,306,7.8,1967,0
05/06/2017,15,24.4,63,16.8,939.4,2.8,13,8.6,2500,0
05/06/2017,16,24.8,63,17.2,938.5,2.5,326,6.2,2306,0
05/06/2017,14,22.9,68,16.7,940.3,2.1,348,7.4,1702,0
05/06/2017,22,18.5,89,16.6,938.5,0.5,55,1.4,-3.54,0
05/06/2017,4,15.1,96,14.5,938.6,0.1,63,0.8,-3.51,0
05/06/2017,9,13.5,97,13,938.4,0,138,0,-3.43,0
05/06/2017,0,16.3,93,15.1,940,0.3,58,1,-3.54,0
05/06/2017,3,15.5,95,14.8,938.9,0,66,1.4,-3.53,0
05/06/2017,1,15.7,95,14.9,939.8,0.1,20,1.1,-3.53,0
05/06/2017,23,17.7,90,16.1,938.7,0.3,62,1.4,-3.54,0
05/06/2017,8,14.1,97,13.6,938.2,0,63,0.8,-3.54,0
05/06/2017,2,15.8,96,15,939.4,0.6,60,1.2,-3.52,0
05/06/2017,10,13.9,97,13.4,939.2,0,159,0,37.43,0
05/06/2017,5,14.6,96,14.1,938.3,0,219,0.7,-3.47,0
05/06/2017,6,14.4,97,13.9,938,0,75,0,-3.53,0
05/06/2017,7,14,97,13.5,938.2,0,72,0.5,-3.54,0
05/06/2017,13,21.5,73,16.3,940.7,3.1,14,6.7,1398,0
05/06/2017,12,20.8,79,17,940.5,1.3,335,3.6,1338,0
05/06/2017,20,21.8,74,16.9,938.2,0.9,352,3.9,176.1,0
05/06/2017,19,23.7,65,16.7,937.6,1.9,13,5.5,840,0
05/06/2017,11,16.3,97,15.9,939.9,0,231,0.6,346.9,0
05/06/2017,21,20.1,81,16.6,938.3,0.5,40,3,0.897,0
06/06/2017,6,13.7,97,13.2,936.7,0,35,0.4,-3.48,0
06/06/2017,14,24.6,61,16.5,939.3,1.4,329,3.4,2263,0
06/06/2017,5,14.3,97,13.8,937.2,0,59,0.5,-3.42,0
06/06/2017,20,24.3,61,16.4,937.2,0.6,23,1.9,312.3,0
06/06/2017,15,26.1,55,16.4,938.5,1.5,3,4.3,2496,0
06/06/2017,16,26.9,53,16.4,937.8,1.9,308,4.8,2424,0
06/06/2017,17,27.7,46,15.1,937.2,1.3,247,4.5,2089,0
06/06/2017,18,27.9,48,15.7,936.9,0.9,336,3.7,1619,0
06/06/2017,19,26.8,51,15.9,936.8,1,334,2.8,980.3,0
06/06/2017,11,16.1,97,15.6,939.2,0,20,0.6,440.6,0
06/06/2017,21,20.7,76,16.4,937.4,0.7,38,1.9,0.436,0
06/06/2017,22,18.4,87,16.2,937.6,0,68,1.9,-3.54,0
06/06/2017,0,16.4,95,15.5,938.9,0,67,1,-3.51,0
06/06/2017,1,15.9,96,15.2,939,0,39,0,-3.53,0
06/06/2017,7,13.4,97,12.9,936.6,0,342,0,-3.5,0
06/06/2017,10,13.2,97,12.8,938.3,0,45,0.1,73.98,0
06/06/2017,3,15.6,96,15,938.3,0.1,45,2.1,-3.51,0
06/06/2017,8,13,97,12.6,937,0,292,0,-3.51,0
06/06/2017,23,17.5,91,16,938,0,223,0,-3.54,0
06/06/2017,2,15.8,96,15.1,938.8,0.9,86,2.8,-3.54,0
06/06/2017,12,20.7,77,16.6,939.4,1,18,2.8,1270,0
06/06/2017,9,13,97,12.6,937.5,0,176,0.9,-3.47,0
06/06/2017,4,15,96,14.4,938,0,150,1.1,-3.49,0
06/06/2017,13,23.1,67,16.6,939.8,0.6,310,3.8,1834,0
07/06/2017,18,27.8,46,15.2,935.3,1.4,20,5,1647,0
07/06/2017,0,16.7,94,15.7,938.3,0,51,0,-3.54,0
07/06/2017,6,13.8,97,13.4,937.5,0,189,0.6,-3.53,0
07/06/2017,5,13.9,97,13.4,937.6,0,282,0.5,-3.44,0
07/06/2017,2,15.4,96,14.8,938.3,0,66,0.7,-3.53,0
07/06/2017,3,15,96,14.4,938.2,0,142,0.8,-3.53,0
07/06/2017,4,14.6,97,14,937.5,0,242,0.9,-3.5,0
07/06/2017,23,17.4,90,15.7,936.4,0,153,0.6,-3.54,0
07/06/2017,1,16.1,95,15.4,938.2,0,66,0.5,-3.46,0
07/06/2017,12,19.7,81,16.4,939.6,0.6,293,1.4,1371,0
07/06/2017,8,13,97,12.6,937.2,0.1,69,0.8,-3.42,0
07/06/2017,16,27.6,46,14.9,936.5,1.5,341,4.4,2444,0
07/06/2017,7,13.2,97,12.8,937.4,0,52,0.5,-3.53,0
07/06/2017,17,28.8,45,15.7,935.6,1.5,345,4.9,2105,0
07/06/2017,19,27.6,49,15.8,935.3,0.9,350,3.6,999.1,0
07/06/2017,21,20.5,76,16.1,935.3,0.3,64,2.1,0.453,0
07/06/2017,20,24.6,61,16.6,935,1.1,49,2.3,326.5,0
07/06/2017,10,12.6,97,12.2,938.6,0,304,0,44.31,0.2
07/06/2017,9,12.4,97,11.9,937.6,0,37,0.8,-3.44,0
07/06/2017,22,18.5,85,15.9,936,0,196,1.4,-3.54,0
07/06/2017,11,15.3,97,14.9,939.3,0,349,0.7,297.5,0
07/06/2017,13,23.8,66,17.1,939.3,1,334,2.3,1915,0
07/06/2017,14,25.4,57,16.3,938.9,1.5,281,4,2277,0
07/06/2017,15,27,49,15.3,937.9,2.2,293,4.3,2510,0
08/06/2017,8,13.5,97,13,936.1,0,107,0,-3.43,0
08/06/2017,20,22.9,67,16.4,935.3,0.8,40,4.5,285.1,0
08/06/2017,18,25.3,55,15.7,935.5,2.5,4,8.1,1630,0
08/06/2017,21,20.3,78,16.4,936,0.4,39,2.6,0.293,0
08/06/2017,19,25,56,15.6,935.2,2.3,22,6.3,987.1,0
08/06/2017,22,19.2,83,16.3,936.3,0.7,44,1.9,-3.54,0
08/06/2017,0,16.3,94,15.3,936.8,0,206,0.3,-3.53,0
08/06/2017,1,16.1,95,15.3,937,0,67,0,-3.5,0
08/06/2017,23,17.8,88,15.7,936.9,0.1,108,1.4,-3.54,0
08/06/2017,3,15.4,96,14.8,936.7,0,177,0,-3.35,0
08/06/2017,10,13.4,97,13,937.6,0,298,0,34.74,0
08/06/2017,2,15.5,96,14.9,936.9,0,28,0,-3.53,0
08/06/2017,7,14.1,97,13.6,936.1,0,146,0,-3.52,0
08/06/2017,5,14.5,97,14,936.2,0,87,0.4,-3.53,0
08/06/2017,9,13.4,97,13,936.5,0,31,0,-3.35,0
08/06/2017,4,14.9,97,14.3,936.3,0,67,0,-3.41,0
08/06/2017,6,14,97,13.5,936,0,339,0,-3.53,0
08/06/2017,11,16.4,97,15.9,938.2,0,4,1.2,299.2,0
08/06/2017,12,21.3,76,16.9,938.6,2.6,17,6.2,1317,0
08/06/2017,17,24.8,58,15.9,935.7,3.3,20,8.1,2096,0
08/06/2017,16,24.7,60,16.4,936.3,3.3,12,8,2260,0
08/06/2017,14,22.5,71,16.8,938.3,3.9,24,9.5,1401,0
08/06/2017,15,23.9,65,16.8,937.5,3.4,17,9.1,2385,0
08/06/2017,13,22.4,69,16.4,938.8,4.4,27,9.5,1952,0
09/06/2017,3,15.4,96,14.8,936.8,0.1,111,0.6,-3.51,0
09/06/2017,21,22.3,72,17,934.5,1,36,3.3,0.51,0
09/06/2017,9,14.4,97,14,936,0,77,0.7,-3.54,0
09/06/2017,19,26.7,54,16.6,933.5,2.2,354,5.1,972.8,0
09/06/2017,10,14.5,97,14,936.7,0,18,0.6,32.32,0
09/06/2017,22,20,83,17.1,935,0.2,65,1.8,-3.54,0
09/06/2017,17,27.6,51,16.6,933.7,2.2,9,7.3,2098,0
09/06/2017,18,27.6,50,16.4,933.6,1.7,348,4.9,1623,0
09/06/2017,16,26.7,54,16.6,934.5,2.4,342,6.4,2455,0
09/06/2017,8,14.4,97,14,935.7,0,81,0.7,-3.54,0
09/06/2017,20,24.8,62,17.1,934,1.5,23,4.3,302.9,0
09/06/2017,0,16.9,91,15.5,937.3,0,61,1.4,-3.54,0
09/06/2017,11,17.2,97,16.8,937.4,0,342,0.6,277.2,0
09/06/2017,4,15.2,96,14.6,937,0,228,0.8,-3.51,0
09/06/2017,1,16.4,94,15.5,937.5,0.2,61,0.9,-3.51,0
09/06/2017,23,19.6,87,17.5,935.4,0.1,32,1.9,-3.54,0
09/06/2017,2,15.9,95,15.1,937.3,0,154,1,-3.54,0
09/06/2017,6,14.9,97,14.4,936,0,94,0.7,-3.51,0
09/06/2017,5,15.2,97,14.6,936.5,0,87,1.1,-3.51,0
09/06/2017,13,23.2,68,17.1,937.8,2.7,12,6.6,1907,0
09/06/2017,12,21.4,78,17.4,938,1.3,8,3.4,1353,0
09/06/2017,15,26.2,57,17,935.8,2.8,354,7,2531,0
09/06/2017,7,14.5,97,14,935.8,0,95,0,-3.54,0
09/06/2017,14,24.6,62,16.9,937,2.7,16,6.8,2276,0
10/06/2017,21,19,77,14.8,936.6,0.1,41,1.4,-0.95,0
10/06/2017,2,20.5,87,18.4,936.9,2.1,231,6,-3.29,0
10/06/2017,15,24,56,14.8,937,1.6,343,4.8,2451,0
10/06/2017,7,15.9,94,14.9,935.2,0.2,329,2.3,-3.52,0
10/06/2017,11,18.6,86,16.1,937.4,0.1,325,2.8,272.5,0
10/06/2017,8,15.5,95,14.7,935.5,0.7,183,1.9,-3.34,0
10/06/2017,19,26.7,44,13.4,935.3,1,279,3.3,1030,0
10/06/2017,10,15.7,93,14.6,936.7,0.6,129,1.6,48.27,0
10/06/2017,9,14.7,96,14,936.2,0.1,288,1.8,-3.5,0
10/06/2017,20,22.2,62,14.7,935.9,0.3,8,2.8,307.2,0
10/06/2017,22,18.1,85,15.6,937.1,0,54,1.4,-3.54,0
10/06/2017,3,20.6,78,16.6,936.8,1.1,265,5.9,-3.36,0
10/06/2017,12,20.8,75,16.2,938.5,0.7,197,3.1,1153,0
10/06/2017,1,17.8,94,16.7,935.9,0,140,1.7,-3.54,0
10/06/2017,0,18.7,90,16.9,935.7,0,262,1.5,-3.54,0
10/06/2017,23,17.4,89,15.5,937.6,0.2,57,1.1,-3.54,0
10/06/2017,5,18,86,15.6,935.3,0.1,77,2,-3.54,0
10/06/2017,13,22.4,69,16.4,938.5,0.9,301,3.8,1898,0
10/06/2017,6,17,92,15.6,935.1,0.4,116,2,-3.47,0
10/06/2017,17,27,40,12.3,935.5,1.5,284,3.9,2011,0
10/06/2017,18,26.1,42,12.1,935.3,1,213,2.9,1562,0
10/06/2017,4,19.3,79,15.6,936.2,0.1,221,2.6,-3.52,0
10/06/2017,14,23.5,59,14.9,938,1.1,92,3.7,2153,0
10/06/2017,16,25.4,44,12.3,936.1,1.2,265,3.4,2394,0
11/06/2017,9,15.1,95,14.3,937.8,0,218,1.2,-0.9,0
11/06/2017,4,16.4,91,15,938,0.1,63,2,-2.93,0
11/06/2017,1,16.4,94,15.3,938.4,0,325,1.4,-3.53,0
11/06/2017,5,15.7,94,14.7,937.8,0.1,339,1.5,-2.6,0
11/06/2017,2,17.2,92,15.9,938.3,0.3,226,2.9,-3.33,0
11/06/2017,3,16.9,91,15.4,938.2,0.1,85,2.3,-3.25,0
11/06/2017,10,15.2,95,14.5,938.6,0,201,1,13.05,0
11/06/2017,6,15.4,94,14.5,937.5,0.4,224,2.4,-2,0
11/06/2017,21,18.2,89,16.4,939.3,0.3,47,3.3,-0.86,0
11/06/2017,13,17,92,15.6,940.2,0.1,284,1.8,427.2,0
11/06/2017,12,16.4,92,15.1,940.1,0.1,291,1.3,285.7,0
11/06/2017,19,20.4,80,16.9,938.5,0.8,29,5.1,221.7,0
11/06/2017,7,15.1,95,14.3,937.4,0.7,226,2.5,-2.24,0
11/06/2017,8,15.1,95,14.2,937.5,0.3,229,2.5,-0.78,0
11/06/2017,22,17.3,94,16.3,939.4,0.2,54,1.5,-3.54,0
11/06/2017,16,19,89,17.1,939,1.3,358,3.7,395,0
11/06/2017,15,18.6,91,17.1,939.6,1,353,2.8,460.1,0
11/06/2017,17,20.7,79,17,938.5,2.5,19,5.6,825.7,0
11/06/2017,18,20.6,78,16.7,938.4,2.2,21,7.7,616,0
11/06/2017,20,20,82,17,938.8,0.5,24,2.6,121.1,0
11/06/2017,14,17.8,91,16.3,940,0.3,35,1.3,543.1,0
11/06/2017,11,15.6,95,14.8,939.3,0,287,0.8,125.1,0
11/06/2017,23,17,94,16.1,939.7,0,23,1.2,-3.37,0
